#elbokeron,arnaaugz,juan se ha mundado a andorra en el rust
#guanyar,leogolden11,RUBIUS rotando a andorra!
#antoniomasmas,hackerman_15,Antonio pilla chalet en Andorra q se te viene arriba el chat
#antoniomasmas,osquitar02,antonio cuando te vas pa andorra
#antoniomasmas,juasjuas32,Llevanos contigo a Andorra
#guanyar,jordinotario_11,rubuis esta rotando a andorra
#luisormenoa27,har0ldcaballer0,no Luis proyecto Andorra oee
#heikki360es,rgdaka,NO ERAS VASCO?? AHORA QUE ESTAS EN ANDORRA...
#heikki360es,rgdaka,NO ERAS VASCO?? AHORA QUE ESTAS EN ANDORRA...
#hiperop,elcarnexd,@Hiperop que piensas de todo el lio de andorra?
#rubentoncess,nijuanipedro,viva Andorra!!!!! Sois un grupo , generación, nuevos absurdos o como queráis llamarlo . Genios !!!
#heikki360es,lt_spirit,@rgdaka y no se de donde sacas que esta en Andorra LUL
#muitols,elviszum,marruecos de que son de andorra
#steyb,frandiamante_omg,vas a ir a andorra?
#steyb,jokinstudios5,porque gref dice que representa a España en fortnite por ejemplo si esta en andorra
#hiperop,jack4evercat,Andorra 😴
#steyb,frandiamante_omg,le esta echando mucho hate a la gente que se va a andorra
#hiperop,jack4evercat,me voy a Andorra
#steyb,danropu,Si la gente no fuera a Andorra por alejarse de su familia y amigos habría mínimo 10M de personas en Andora LUL
#hiperop,andoguerr,hiper: yo no me iria a Andorra
#hiperop,andoguerr,hiper 10 años después: chicos me voy a Andorra xD
#hiperop,ederibel,en las noticias estaban hablando de lo de que los youtubers se van a andorra y ponen a ibai diciendo que no se va andorra porque gana ya mucho pero no ponen la parrte en la que se queja de los impuestos
#steyb,jaimo____,se habla español en andorra ?
#rickyedit,pepillo_09,Viva Andorra
#elbokeron,adlp0303,Y decía que no se iba ir a Andorra. En fin, la hipotenusa
#g4g_revenant,mugen2603,ratas andorranas salvajes aparecen
#hiperop,sashafacu,!andorra
#elbokeron,byv4l3n22,andorra
#elbokeron,arluc_20,andorrano
#elbokeron,francastro1999,andorra ro
#elbokeron,kusaa92,andorrano?
#elbokeron,sergiofrr,Andorrano?
#elbokeron,antonioosuna1,andorrano?
#elbokeron,saramec,andorrano?
#elbokeron,maximus332_emgv,andorra?
#elbokeron,josemoreno1414,andorrano
#elbokeron,pudgexl,andorrano
#elbokeron,nikkisoul,Andorrano? PogChamp
#elbokeron,carlmcarl,Andorrano?
#elbokeron,spj31,ANDORRANO
#elbokeron,xseija,andorrano
#elbokeron,xtomateam236x,ANDORRA ro
#elbokeron,pablolm_,andorrano
#elbokeron,tails_14,Andorrano
#elbokeron,croquetitasdejamon,andorrano?
#elbokeron,el_karaka,andorra no
#elbokeron,sergioobg_,andorrano
#elbokeron,albedox99,andorrano?
#elbokeron,markuzds,andorra, no?
#elbokeron,ggonzza,andorrano?
#elbokeron,crisliot,andorrano?
#elbokeron,elbelga2840,andorra?
#elbokeron,lu1502,andorrano? cancelado
#elbokeron,jokersito33,andorrano confirmado
#elbokeron,elmininomayor,Andorrano?
#elbokeron,florrrrj,andorrano
#elbokeron,saramec,andorrano?.
#elbokeron,rdlhdlp_,andorrano??
